總機構代號,機構代號,機構名稱,地址,電話,負責人,異動日期,金融機構網址,公告日期
062,0620077,國際票券金融公司板橋分公司,新北市板橋區民生路一段33號4樓,02-29599001,蔡毅文,20230704,,20240327
062,0620088,國際票券金融公司中山分公司,臺北市中山區民權西路48號8樓,02-25221989,陳明傑,20230704,,20240327
062,0620099,國際票券金融公司新竹分公司,新竹市北區北大路168號11樓,03-5218161,胡進良,20230704,,20240327
063,,大中票券金融股份有限公司,台北市松山區敦化北路88號4樓,02-27785577,,20220104,http://www.dcbf.com.tw,20240327
063,0630023,大中票券金融公司台中分公司,台中市文心路一段324號5樓之1,04-23286788,岳宇翔,20240104,,20240327
063,0630034,大中票券金融公司桃園分公司,桃園市桃園區復興路207號2樓,03-3375677,蔡宏銘,20240116,,20240327
063,0630045,大中票券金融公司高雄分公司,高雄市新興區中正三路2號9樓,07-2382398,黃肇嘉,20240104,,20240327
065,,台灣票券金融股份有限公司,台北市大同區南京西路62號5樓,02-25167968,,20230703,http://www.etfc.com.tw,20240327
065,0650014,台灣票券金融公司高雄分公司,高雄市前金區中華三路108號10樓,07-2515288,王威能,20230703,,20240327
066,,萬通票券金融股份有限公司,台北市忠孝東路四段560號11樓,02-87802801,,20190806,http://www.grandbill.com.tw,20240327
066,0660026,萬通票券金融公司高雄分公司,高雄市新興區中正三路2號16樓,07-2385952,林華民,20120106,,20240327
372,,大慶票券金融股份有限公司,台北市中山區松江路152號14樓,02-25816666,,20180704,http://www.bill.taching.com.tw,20240327
372,3720026,大慶票券金融公司桃園分公司,桃園市桃園區永安路191號8樓-1,03-3381188,簡瑞青,20230704,,20240327
372,3720037,大慶票券金融公司台中分公司,台中市西區三民路一段194號7樓,04-22232277,江志良,20230704,,20240327
372,3720048,大慶票券金融公司高雄分公司,高雄市前金區中正四路211號23樓之6,07-2152233,程家震,20130312,,20240327
375,,合作金庫票券金融股份有限公司,台北市南京東路二段85、87號14樓,02-25221656,,20230705,https://www.tcb-bills.com.tw,20240327
375,3750018,合作金庫票券金融公司高雄分公司,高雄市一心二路128號五樓之1,07-3315568,吳經燮,20221003,,20240327
849,,臺灣大來卡股份有限公司,台北市中山區南京東路三段168號15樓之2,02-7742-6216,,20231221,,20240327
956,,財團法人聯合信用卡處理中心,台北市松山區復興北路363號4樓,02-27191919,,20230526,http://www.nccc.com.tw,20240327
958,,新加坡商萬事達卡股份有限公司台灣分公司,台北市信義區忠孝東路五段68號42樓,02-87587688,,20230629,http://www.mastercard.com.tw,20240327
959,,台灣威士卡股份有限公司,臺北市信義區松仁路100號41樓,02-25470547,,20230629,http://www.visa.com.tw,20240327
960,,台灣樂天信用卡股份有限公司,台北市中山區民生東路3段51號16樓,02-2516-8328,,20231103,https://www.card.rakuten.com.tw/,20240327
975,,台灣美國運通國際股份有限公司,台北市松山區復興北路363號12樓及365號12樓,02-27190808,,20230629,http://www.americanexpress.com.tw,20240327
979,,香港商台灣環滙亞太信用卡股份有限公司台灣分公司,南京東路五段161號5樓,02-82530170,,20230828,http://www.globalpaymentsinc.com/zh-tw/taiwan,20240327
980,,台灣吉世美國際股份有限公司,臺北市中山區中山北路二段44號6樓,02-25310055,,20230629,https://www.tw.jcb/zh-tw/,20240327
251,,華南金融控股股份有限公司,台北市松仁路123號23樓、24樓、25樓、26樓及27樓,(02)23713111,,20240111,http://www.hnfhc.com.tw,20240327
251,2511008,華南商業銀行股份有限公司,,,張雲鵬,20190724,,20240327
251,2512414,華南產物保險股份有限公司,,,凃志佶,20200204,,20240327
251,2513001,華南永昌綜合證券股份有限公司,,,黃進明,20210705,,20240327
251,2513002,華南永昌證券投資信託股份有限公司,,,黃昭棠,20231214,,20240327
251,2518001,華南金創業投資股份有限公司,,,李耀卿,20220620,,20240327
251,251A002,華南金資產管理股份有限公司,,,李宗賢,20240116,,20240327
252,,富邦金融控股股份有限公司,臺北市中山區遼寧街179號15、16樓,02-66366636,,20240111,http://www.fubon.com,20240327
252,2521001,富邦華一銀行有限公司,,,馬立新,20190709,,20240327
252,2521012,台北富邦商業銀行股份有限公司,,,蔡明興,20230612,,20240327
252,2522405,富邦產物保險股份有限公司,,,許金泉,20230110,,20240327
252,2522495,富邦人壽保險股份有限公司,,,林福星,20230612,,20240327
252,2523001,富邦綜合證券股份有限公司,,,程明乾,20230612,,20240327
252,2523003,富邦證券投資信託股份有限公司,,,史綱,20200113,,20240327
252,2528801,富邦金控創業投資股份有限公司,,,龔天行,20230612,,20240327
252,2529001,富邦銀行(香港)有限公司,,,蔡明忠,20171013,,20240327
252,252A001,富邦行銷股份有限公司 (清算中),,,莊子明,20231208,,20240327
252,252A002,富邦資產管理股份有限公司,,,郭倍廷,20230814,,20240327
252,252A004,富邦綜合保險代理人股份有限公司,,,莊子明,20240103,,20240327
253,,中華開發金融控股股份有限公司,台北市敦化北路135號8、12、13及18樓,02-27638800,,20240319,http://www.cdfholding.com,20240327
253,2531809,凱基商業銀行股份有限公司,,,StefanoPaoloBertamin,20231023,,20240327
253,2532001,凱基人壽保險股份有限公司,,,黃思國,20240115,,20240327
253,2533003,凱基證券股份有限公司,,,許道義,20140930,,20240327
253,2533004,凱基證券投資信託股份有限公司,,,丁紹曾,20230724,,20240327
253,2538001,中華開發資本股份有限公司,,,辜仲瑩,20230117,,20240327
253,253A001,中華開發資產管理股份有限公司,,,胡木源,20230113,,20240327
254,,國泰金融控股股份有限公司,臺北市大安區仁愛路四段296號16樓,02-27087698,,20240315,https://www.cathayholdings.com/,20240327
254,2541013,國泰世華商業銀行股份有限公司,,,郭明鑑,20201019,,20240327
254,2542415,國泰世紀產物保險股份有限公司,,,蔡鎮球,20210421,,20240327
254,2542454,國泰人壽保險股份有限公司,,,黃調貴,20210421,,20240327
254,2543001,國泰綜合證券股份有限公司,,,莊順裕,20180410,,20240327
254,2543002,國泰證券投資信託股份有限公司,,,張錫,20180410,,20240327
254,2548001,國泰創業投資股份有限公司,,,張仁和,20180410,,20240327
255,,中國信託金融控股股份有限公司,台北市南港區經貿二路168號27樓、29樓,02-33277777,,20240215,http://www.ctbcholding.com/,20240327
255,2551822,中國信託商業銀行股份有限公司,,,利明献,20191015,,20240327
255,2552003,台灣人壽保險股份有限公司,,,鄭泰克,20221014,,20240327
255,2553001,中國信託綜合證券股份有限公司,,,謝載祥,20230613,,20240327
255,2553002,中國信託證券投資信託股份有限公司,,,陳金榮,20231016,,20240327
255,2558001,中國信託創業投資股份有限公司,,,謝載祥,20240319,,20240327
255,255A001,中國信託資產管理股份有限公司,,,吳春臺,20180813,,20240327
255,255A002,中信保全股份有限公司,,,陳國恩,20240115,,20240327
255,255A003,台灣彩券股份有限公司,,,薛香川,20100324,,20240327
255,255A004,中國信託資融股份有限公司,,,沈仁德,20230912,,20240327
256,,永豐金融控股股份有限公司,台北市中山區八德路二段306號3樓、5至13樓及308號6樓之1、6樓之2,02-81618935,,20240104,http://www.sinopac.com,20240327
256,2561807,永豐商業銀行股份有限公司,,,曹為實,20220701,,20240327
256,2563001,永豐金證券股份有限公司,,,朱士廷,20171207,,20240327
256,2566001,永豐證券投資信託股份有限公司,,,陳思寬,20220118,,20240327
256,2568001,永豐創業投資股份有限公司,,,許如玫,20190306,,20240327
256,256A003,永豐金租賃股份有限公司,,,李文宏,20220601,,20240327
257,,玉山金融控股股份有限公司,臺北市松山區民生東路三段117號14樓及115號1樓,02-21751313,,20240116,http://www.esunfhc.com.tw/,20240327
257,2571808,玉山商業銀行股份有限公司,,,曾國烈,20100712,,20240327
257,2573001,玉山綜合證券股份有限公司,,,沈水金,20140715,,20240327
257,2578001,玉山創業投資股份有限公司,,,林隆政,20140815,,20240327
258,,元大金融控股股份有限公司,臺北市松山區敦化南路1段66號1樓、6樓、9樓、10樓、12樓、13樓及臺北市中山區南京東路二段77號10樓、11樓,02-27811999,,20240313,https://www.yuanta.com,20240327
258,2581806,元大商業銀行股份有限公司,,,蔡明修,20230822,,20240327
258,2582001,元大人壽保險股份有限公司,,,江朝國,20131224,,20240327
258,2583005,元大證券投資顧問股份有限公司,,,胡睿涵,20221031,,20240327
258,2583006,元大證券股份有限公司,,,陳修偉,20190617,,20240327
258,2583007,元大證券投資信託股份有限公司,,,劉宗聖,20190226,,20240327
258,2585002,元大期貨股份有限公司,,,林添富,20140814,,20240327
258,2588001,元大創業投資股份有限公司,,,陳麒漳,20190411,,20240327
258,258A001,元大國際資產管理股份有限公司,,,宋耀明,20220307,,20240327
259,,台新金融控股股份有限公司,台北市仁愛路4段118號12、13、15、16、21、22及23樓,02-23268888,,20240229,http://www.taishinholdings.com.tw,20240327
259,2591812,台新國際商業銀行股份有限公司,,,吳東亮,20190121,,20240327
259,2592002,台新人壽保險股份有限公司,,,蔡康,20210810,,20240327
259,2593002,台新綜合證券股份有限公司,,,郭嘉宏,20190121,,20240327
259,2593003,台新證券投資信託股份有限公司,,,吳光雄,20200715,,20240327
259,2593004,台新證券投資顧問股份有限公司,,,林能白,20200715,,20240327
259,2598001,台新創業投資股份有限公司,,,謝壽夫,20190121,,20240327
259,259A001,台新資產管理股份有限公司,,,吳統雄,20030101,,20240327
260,,新光金融控股股份有限公司,台北市忠孝西路一段66號38樓,02-23895858,,20240108,http://www.skfh.com.tw,20240327
260,2601103,臺灣新光商業銀行股份有限公司,,,賴進淵,20231124,,20240327
260,2602002,新光金保險代理人股份有限公司,,,黃明正,20231124,,20240327
260,2602458,新光人壽保險股份有限公司,,,魏寶生,20231124,,20240327
260,2603002,元富證券股份有限公司,,,陳俊宏,20201008,,20240327
260,2603003,新光證券投資信託股份有限公司,,,劉坤錫,20220705,,20240327
260,2608001,新光金國際創業投資股份有限公司,,,陳恩光,20231124,,20240327
261,,兆豐金融控股股份有限公司,臺北市中正區忠孝東路二段123號14樓至17樓、20樓至21樓,02-2357-8888,,20240312,http://www.megaholdings.com.tw,20240327
261,2611017,兆豐國際商業銀行股份有限公司,,,雷仲達,20230617,,20240327
261,2612402,兆豐產物保險股份有限公司,,,梁正德,20100212,,20240327
261,2613001,兆豐證券股份有限公司,,,陳佩君,20200716,,20240327
261,2613004,兆豐國際證券投資信託股份有限公司,,,陳佩君,20210721,,20240327
261,2614060,兆豐票券金融股份有限公司,,,廖美祝,20200716,,20240327
261,2618001,兆豐創業投資股份有限公司,,,林瑞雲,20200716,,20240327
261,261A001,兆豐資產管理股份有限公司,,,林永堅,20200716,,20240327
262,,第一金融控股股份有限公司,台北市重慶南路一段30號,02-23111111,,20240105,http://www.firstholding.com.tw,20240327
262,2621007,第一商業銀行股份有限公司,,,邱月琴,20211026,,20240327
262,2622002,第一金人壽保險股份有限公司,,,楊棋材,20230927,,20240327
262,2623001,第一金證券股份有限公司,,,陳致全,20211026,,20240327
262,2623002,第一金證券投資信託股份有限公司,,,尤昭文,20181015,,20240327
262,2628001,第一創業投資股份有限公司,,,李建忠,20230727,,20240327
262,262A001,第一金融資產管理股份有限公司,,,王蘭芬,20230921,,20240327
262,262A002,第一金融管理顧問股份有限公司,,,李建忠,20230727,,20240327
264,,國票金融控股股份有限公司,台北市樂群三路126、128、130、132號17樓及128號7樓、9樓,02-77520088,,20230116,http://www.ibf.com.tw,20240327
264,2641826,樂天國際商業銀行股份有限公司,,,王東和,20240122,,20240327
264,2643001,國票綜合證券股份有限公司,,,王祥文,20240122,,20240327
264,2644062,國際票券金融股份有限公司,,,魏啟林,20170914,,20240327
264,2648001,國票創業投資股份有限公司,,,楊承羲,20240122,,20240327
265,,臺灣金融控股股份有限公司,台北市重慶南路1段120號,02-23493456,,20240105,http://www.twfhc.com.tw,20240327
265,2651004,臺灣銀行股份有限公司,,,呂桔誠,20160901,,20240327
265,2652001,臺銀人壽保險股份有限公司,,,張志宏,20230825,,20240327
265,2653001,臺銀綜合證券股份有限公司,,,許慈美,20230525,,20240327
266,,合作金庫金融控股股份有限公司,臺北市松山區長安東路二段225號17樓，19樓,02-21738888,,20240111,http://www.tcfhc.com.tw,20240327
266,2661006,合作金庫商業銀行股份有限公司,,,林衍茂,20230804,,20240327
266,2662001,合作金庫人壽保險股份有限公司,,,徐錫漳,20221101,,20240327
266,2663001,合作金庫證券股份有限公司,,,羅瑞燕,20231120,,20240327
266,2664375,合作金庫票券金融股份有限公司,,,郭昭良,20131007,,20240327
266,2668001,合作金庫創業投資股份有限公司,,,袁中越,20210408,,20240327
266,266A001,合作金庫資產管理股份有限公司,,,周俊隆,20230821,,20240327
266,266A002,合作金庫證券投資信託股份有限公司,,,陳美足,20240123,,20240327
388,,全盈支付金融科技股份有限公司,臺北市中山區中山北路二段96號5樓,02-7752-0288,,20231002,https://www.pluspay.com.tw/,20240327
389,,全支付電子支付股份有限公司,臺北市中山區敬業四路33號9樓,02-6605-0909,,20240307,https://www.pxpayplus.com,20240327
390,,悠遊卡股份有限公司,臺北市南港區園區街3-1號13樓,02-2652-9988,,20230511,http://www.easycard.com.tw/,20240327
391,,一卡通票證股份有限公司,高雄市前鎮區中安路1號4樓,07-7933000,,20221208,http://www.i-pass.com.tw/,20240327
392,,愛金卡股份有限公司,臺北市內湖區瑞湖街101號3樓,02-27989688,,20240215,http://www.icash.com.tw,20240327
394,,國際連股份有限公司,臺北市大安區敦化南路二段105號6樓,02-27008285,,20231129,https://www.interpay.com.tw/,20240327
395,,橘子支行動支付股份有限公司,臺北市內湖區湖元里18鄰瑞湖街111號,02-26589980,,20231129,http://www.gamapay.com.tw/,20240327
396,,街口電子支付股份有限公司,臺北市松山區長安東路二段225號8樓,02-27787222,,20231026,https://www.jkopay.com/,20240327
397,,歐付寶電子支付股份有限公司,台北市南港區三重路19之2號5樓,02-2655-0057,,20230816,https://www.opay.tw/,20240327
398,,簡單行動支付股份有限公司,11578臺北市南港區南港路二段97號8樓,02-26513111,,20231201,https://www.ezpay.com.tw/,20240327
R020000,,加拿大商蒙特利爾銀行股份有限公司台北代表人辦事處,台北市衡陽路51號12樓306室， 323室,02-23880629,,20230807,,20240327
R050000,,德商德國商業銀行股份有限公司在臺代表人辦事處,台北市民生東路三段156號10樓,02-27190022,,20240219,,20240327
R120000,,菲律賓商金融銀行股份有限公司臺北代表人辦事處,台北市松山區敦化北路167號7樓A區,02-2545-6887,,20230419,,20240327
R170000,,香港商恒生銀行股份有限公司在臺代表人辦事處,臺北市松山區敦化北路168號6樓H室,02-2713-0123,,20230629,,20240327
R200000,,美商美國國泰銀行股份有限公司在臺代表人辦事處,台北市松江路146號6F-3,02-25375057,,20231018,,20240327
R250000,,越南商越南投資發展商業銀行股份有限公司台北代表人辦事處,臺北市中山區松江路3號3樓之5,02-25039859,,20211022,,20240327
R260000,,日商福岡銀行股份有限公司在臺代表人辦事處,臺北市中山區松江路126號6樓之一,02-2523-8887,,20220209,,20240327
R270000,,日商秋田銀行股份有限公司在臺代表人辦事處,台北市松山區民生東路三段156號7樓3-D室,02-87707809,,20240123,,20240327
R280000,,日商鹿兒島銀行股份有限公司在臺代表人辦事處,台北市信義區松仁路89號 1號交易廣場7樓E室,02-2758-9510,,20220726,,20240327
R290000,,日商肥後銀行股份有限公司在臺代表人辦事處,台北市松山區敦化北路170號4樓,02-27150377,,20230731,,20240327
S551000,,永豐金證券股份有限公司,台北市中正區重慶南路一段2號7樓、18樓及20樓,02-23495004,,20190411,,20240327
S551000,S9A6100,永豐金證券股份有限公司鳳山分公司,830高雄市鳳山區保泰路310號,07-7263000,鐘元寶,20180507,,20240327
S551000,S9A6900,永豐金證券股份有限公司屏東分公司,900屏東縣屏東市中正路125號4樓,08-7655457,蔣和泰,20230629,,20240327
S551000,S9A7900,永豐金證券股份有限公司埔里分公司,545南投縣埔里鎮中正路479號,049-2989988,洪國榮,20230629,,20240327
S551000,S9A8800,永豐金證券股份有限公司國際證券業務分公司,100台北市中正區重慶南路1段2號7.8樓及18樓,02-23114345,林艾倫,20230629,,20240327
S551000,S9A8900,永豐金證券股份有限公司敦北分公司,105台北市松山區敦化北路88號9樓之1、 10樓之1、10樓之2,02-81615000,彭智義,20230629,,20240327
S551000,S9A8F00,永豐金證券股份有限公司敦南分公司,106台北市大安區安和路二段187號B1,02-23778355,禇堅訓,20181001,,20240327
S551000,S9A9100,永豐金證券股份有限公司松山分公司,110台北市信義區松山路130號2樓,02-27663315,謝德奎,20230629,,20240327
S551000,S9A9200,永豐金證券股份有限公司萬盛分公司,104台北市中山區松江路129號2、3樓,02-25011451,吳華德,20230629,,20240327
S551000,S9A9700,永豐金證券股份有限公司新竹分公司,300新竹市北區中正路129號4、5樓,03-5268198,林偉棠,20230629,,20240327
S551000,S9A9800,永豐金證券股份有限公司大園分公司,337桃園市大園區中山北路102號2、3樓,03-3853998,林正雄,20230629,,20240327
S551000,S9A9900,永豐金證券股份有限公司中壢分公司,320桃園市中壢區延平路370號3樓、372號3樓,03-4224800,邱小琪,20230629,,20240327
S551000,S9A9A00,永豐金證券股份有限公司羅東分公司,265宜蘭縣羅東鎮公正路87號,03-9567181,徐鴻達,20231218,,20240327
S551000,S9A9B00,永豐金證券股份有限公司中和分公司,235新北市中和區市中和路370號,02-22313453,游庭榕,20181001,,20240327
S551000,S9A9C00,永豐金證券股份有限公司員林分公司,510彰化縣員林市大同路一段338號5樓,04-8367338,許峻瑀,20230629,,20240327
S551000,S9A9D00,永豐金證券股份有限公司忠孝分公司,106台北市大安區忠孝東路四段280號2樓,02-27716588,吳厚儀,20150814,,20240327
S551000,S9A9e00,永豐金證券股份有限公司高雄分公司,802高雄市苓雅區中正一路284號2、3樓,07-7232800,陳仁傑,20230629,,20240327
S551000,S9A9G00,永豐金證券股份有限公司天母分公司,11148台北市士林區忠誠路一段62號2樓,02-88661992,趙啟承,20181001,,20240327
S551000,S9A9H00,永豐金證券股份有限公司新莊分公司,242新北市新莊區中港路338號1樓,02-89922118,李育憲,20230629,,20240327
S551000,S9A9i00,永豐金證券股份有限公司新店分公司,231新北市新店區北新路2段252號2樓,02-29116395,周佳樺,20181001,,20240327
S551000,S9A9J00,永豐金證券股份有限公司板新分公司,220新北市板橋區文化路二段246號1樓,02-22533458,廖淑端,20230629,,20240327
S551000,S9A9K00,永豐金證券股份有限公司三重分公司,241新北市三重區中正北路110號,02-29810112,陳秀娟,20181001,,20240327
S551000,S9A9L00,永豐金證券股份有限公司台中分公司,403台中市西區台灣大道一段728號7樓,04-22022940,張日宗,20230629,,20240327
S551000,S9A9M00,永豐金證券股份有限公司南投分公司,540南投縣南投市文昌街45號1、2樓,049-2201932,黃秉暉,20230629,,20240327
S551000,S9A9N00,永豐金證券股份有限公司桃盛分公司,330桃園市桃園區南平路370號3樓,03-3575585,蔡雅菁,20231229,,20240327
S551000,S9A9P00,永豐金證券股份有限公司竹北分公司,302新竹縣竹北市縣政九路145號2樓,03-5538388,張婉瑜,20230629,,20240327
S551000,S9A9Q00,永豐金證券股份有限公司豐原分公司,420台中市豐原區信義街67巷15號2樓,04-25282188,王仲儀,20181001,,20240327
S551000,S9A9R00,永豐金證券股份有限公司信義分公司,106台北市大安區信義路四段189號2樓、2樓之1,02-27056588,辜郁惠,20230629,,20240327
S551000,S9A9S00,永豐金證券股份有限公司南京分公司,104台北市中山區南京東路3段36號2樓,02-25082335,吳煖惠,20181001,,20240327
S551000,S9A9U00,永豐金證券股份有限公司中正分公司,104台北市中山區長安東路一段23號3樓之3,02-25313135,蔡旺盛,20181001,,20240327
S551000,S9A9W00,永豐金證券股份有限公司市政分公司,407台中市西屯區市政路402號4樓之5、4樓之6、5樓之2、5樓之3及17樓之5,04-22548935,黃湘平,20231027,,20240327
S551000,S9A9X00,永豐金證券股份有限公司竹科分公司,300新竹市東區光復路2段289號4樓,03-5752000,李安溱,20230629,,20240327
S551000,S9A9Y00,永豐金證券股份有限公司板盛分公司,220新北市板橋區中山路一段180號2樓、182號2樓,02-29586918,呂春英,20230629,,20240327
S551000,S9A9Z00,永豐金證券股份有限公司復興分公司,105台北市松山區敦化北路205號4樓,02-25028588,曾雅慧,20230629,,20240327
S585000,,統一綜合證券股份有限公司,臺北市松山區東興路8號,02-2747-8266,,20201022,http://www.pscnet.com.tw/,20240327
S585000,S585@00,統一綜合證券股份有限公司營業部,台北市松山區東興路8號1樓,27478266,邱士庭,20230630,,20240327
S585000,S585100,統一綜合證券股份有限公司高雄分公司,高雄市新興區中正三路55號5樓,07-226-8999,吳煥鐘,20230704,,20240327
S585000,S585200,統一綜合證券股份有限公司敦南分公司,台北市敦化南路2段65號21樓,02-2755-2288,江文伶,20180111,,20240327
S585000,S585300,統一綜合證券股份有限公司中壢分公司,桃園市中壢區中美路51號2樓,03-422-4288,江聰賢,20230704,,20240327
S585000,S585400,統一綜合證券股份有限公司城中分公司,台北市中正區博愛路80號2樓、4樓、4樓之1,02-2311-5757,鄭志明,20230704,,20240327
S585000,S585500,統一綜合證券股份有限公司台南分公司,台南市中西區中山路88號3樓,06-2112288,謝佳席,20230704,,20240327
S585000,S585600,統一綜合證券股份有限公司台中分公司,台中市中區五權西路一段257號3樓,04-23723333,許瑞明,20230704,,20240327
S585000,S585700,統一綜合證券股份有限公司新竹分公司,新竹市北大路307號2樓,03-5225666,李進益,20230704,,20240327
S585000,S585800,統一綜合證券股份有限公司嘉義分公司,嘉義市林森西路153號3、4樓部份,05-2252111,蔡若宸,20230704,,20240327
S585000,S585900,統一綜合證券股份有限公司屏東分公司,屏東縣屏東市濟南街10-1樓,08-7321122,戴宏達,20150519,,20240327
S585000,S585A00,統一綜合證券股份有限公司基隆分公司,基隆市仁愛區仁三路11號2樓,02-24225288,洪千涵,20150519,,20240327
S585000,S585B00,統一綜合證券股份有限公司永和分公司,新北市永和區福和路389號3樓,02-22319966,許華修,20150519,,20240327
S585000,S585c00,統一綜合證券股份有限公司仁愛分公司,台北市大安區安和路1段29號2樓,02-27726588,吳岳忠,20230704,,20240327
S585000,S585D00,統一綜合證券股份有限公司新台中分公司,台中市西屯區文心路二段201號8樓之1,04-22223333,鍾慧如,20150519,,20240327
S585000,S585E00,統一綜合證券股份有限公司新營分公司,台南市新營區中山路113號4樓,06-6356388,周國祥,20150519,,20240327
S585000,S585F00,統一綜合證券股份有限公司彰化分公司,彰化縣彰化市華山路37號6樓,04-7225161,余復村,20150519,,20240327
S585000,S585g00,統一綜合證券股份有限公司平鎮分公司,桃園市中壢區中正路582號1樓,03-4910736,李淑蓉,20160604,,20240327
S585000,S585H00,統一綜合證券股份有限公司桃園分公司,桃園市桃園區成功路一段32號10樓,03-3386677,邱明凱,20150519,,20240327
S585000,S585I00,統一綜合證券股份有限公司員林分公司,彰化縣員林鎮靜修路12號2樓,04-8336288,江詩芳,20150519,,20240327
S585000,S585J00,統一綜合證券股份有限公司三重分公司,新北市三重區重新路四段12號4樓,02-29779933,張世民,20150519,,20240327
S585000,S585M00,統一綜合證券股份有限公司士林分公司,台北市士林區承德路四段83號3樓、3樓之1、3樓之2,02-28866677,許富強,20150519,,20240327
S585000,S585P00,統一綜合證券股份有限公司板橋分公司,新北市板橋區府中路29之2號8樓,02-29692299,江正雄,20150519,,20240327
S585000,S585Q00,統一綜合證券股份有限公司三多分公司,高雄市苓雅區四維四路7號6樓,07-3368568,曾宗友,20150519,,20240327
S585000,S585R00,統一綜合證券股份有限公司汐止分公司,新北市汐止區中興路160號5樓、5樓之1、5樓之2,02-26935558,林育如,20150519,,20240327
S585000,S585S00,統一綜合證券股份有限公司宜蘭分公司,宜蘭縣宜蘭市中山路三段152號2樓,03-9353660,林佳卉,20150519,,20240327
S585000,S585U00,統一綜合證券股份有限公司南京分公司,台北市中山區南京東路三段248號2樓,02-27317777,曾建銘,20230704,,20240327
S585000,S585W00,統一綜合證券股份有限公司金門分公司,金門縣金城鎮民權路160號2樓,082-320811,康文傑,20150519,,20240327
S585000,S585Y00,統一綜合證券股份有限公司土城分公司,新北市土城區裕民路149號2樓、2樓之1,02-82602000,林少康,20150519,,20240327
S585000,S585Z00,統一綜合證券股份有限公司松江分公司,台北市中山區松江路127-1號5樓、6樓,02-2516-5988,林士暐,20230704,,20240327
S592000,,元富證券股份有限公司,台北市大安區復興南路一段209號1-3樓,02-27313888,,20161122,http://www.masterlink.com.tw,20240327
S592000,S592100,元富證券股份有限公司高雄分公司,高雄市三民區九如二路548號2F,07-312-2822,張獻文,20230630,,20240327
S592000,S592200,元富證券股份有限公司新店分公司,新北市新店區中興路三段134號B1,02-2917-7888,王建達,20230630,,20240327
S592000,S592300,元富證券股份有限公司三重分公司,新北市三重區重新路二段21號3樓,(02)2988-5568,劉佳蓁,20230630,,20240327
S592000,S592500,元富證券股份有限公司台中分公司,台中市西區五權西路一段237號2樓,04-2375-9979,謝鎮成,20230630,,20240327
S592000,S592700,元富證券股份有限公司林園分公司,高雄市林園區沿海路三段2號2、5樓,07-6433779,吳孟涵,20230630,,20240327
S592000,S592800,元富證券股份有限公司新莊分公司,新北市新莊區新泰路368號1-2樓,(02)2996-2299,朱德仁,20230630,,20240327
S592000,S592900,元富證券股份有限公司台南分公司,台南市中西區忠義路二段47號3-5樓,(06)221-9089,黃明星,20231128,,20240327
S592000,S592A00,元富證券股份有限公司緯城分公司,高雄市三民區博愛一路391號8F及11F,07-313-1123,吳雅仁,20230630,,20240327
S592000,S592B00,元富證券股份有限公司永和分公司,新北市永和區民有街1號2樓,(02)2949-1888,蔡坤助,20231116,,20240327
S592000,S592C00,元富證券股份有限公司潮州分公司,屏東縣潮州鎮新生路8號1，2F,08-7884939,陳昭燕,20230630,,20240327
S592000,S592D00,元富證券股份有限公司大昌分公司,高雄市三民區九如一路502號B1,07-385-1168,林勝樺,20230630,,20240327
S592000,S592E00,元富證券股份有限公司城中分公司,台北市大同區承德路一段17號B1,02-2556-3636,王旭隆,20230630,,20240327
S592000,S592G00,元富證券股份有限公司新竹分公司,新竹市東區信義街68號7F之1，7F1之2,(03)525-8282,曾繁華,20230630,,20240327
S592000,S592H00,元富證券股份有限公司信義分公司,台北市中正區信義路二段101號2樓,(02)2358-7778,陳靖雄,20230630,,20240327
S592000,S592I00,元富證券股份有限公司嘉義分公司,嘉義市垂楊路316號3F之1，之2;4F之1，之2,(05)225-7789,張哲章,20230630,,20240327
S592000,S592L00,元富證券股份有限公司中壢分公司,桃園市中壢區元化路226號3樓,(03)426-3888,曾立鴻,20230630,,20240327
S592000,S592M00,元富證券股份有限公司彰化分公司,彰化縣彰化市彰美路一段186號6樓,(04)728-3456,黃秀蓉,20230630,,20240327
S592000,S592N00,元富證券股份有限公司虎尾分公司,雲林縣虎尾鎮中正路15號3F，4F,05-636-0389,許玉蘭,20230630,,20240327
S592000,S592o00,元富證券股份有限公司新興分公司,高雄市新興區七賢一路251號2樓,(07)238-5678,吳忠益,20230630,,20240327
S592000,S592P00,元富證券股份有限公司同大分公司,高雄市岡山區岡山路434號3F，4F,07-622-5788,蔡豪政,20230630,,20240327
S592000,S592Q00,元富證券股份有限公司敦南分公司,台北市大安區忠孝東路4段212號3樓、3樓之1,(02)8772-3988,蔡政儒,20230630,,20240327
S592000,S592r00,元富證券股份有限公司城東分公司,台北市中山區南京東路二段167號4F，4F之1,02-2509-9928,鄭東輝,20231128,,20240327
S592000,S592S00,元富證券股份有限公司基隆分公司,基隆市仁愛區愛四路60號4樓,(02)2428-8899,張勻惠,20230630,,20240327
S592000,S592U00,元富證券股份有限公司宜蘭分公司,宜蘭縣宜蘭市舊城北路23號,(03)936-9688,陳濬杰,20230630,,20240327
S592000,S592v00,元富證券股份有限公司桃園分公司,桃園市桃園區成功路2段1號2樓,(03)336-6000,陳宗志,20230630,,20240327
S592000,S592W00,元富證券股份有限公司吉利分公司,台北市北投區承德路七段348號B1-1樓,(02)2822-9090,張章祺,20230630,,20240327
